Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JFKKW,8i Enterprises Acquisition Corp,0.49,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/jfkkw
EGHT,8x8 Inc,14.27,$1.48B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
NMTR,"9 Meters Biopharma, Inc.",0.6,$57.75M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nmtr
JFU,9F Inc.,6.3,$1.22B,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfu
AAON,"AAON, Inc.",51.96,$2.7B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aaon
ABEO,Abeona Therapeutics Inc.,2.94,$246.07M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abeo
ABMD,"ABIOMED, Inc.",241.68,$10.87B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/abmd
AXAS,Abraxas Petroleum Corporation,0.28,$47.15M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/axas
ACIU,AC Immune SA,6.93,$497.99M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aciu
ACIA,"Acacia Communications, Inc.",67.6,$2.82B,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/acia
ACTG,Acacia Research Corporation,4.01,$195.31M,n/a,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/actg
ACHC,"Acadia Healthcare Company, Inc.",26.15,$2.33B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/achc
ACAD,ACADIA Pharmaceuticals Inc.,45.85,$7.15B,1985,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acad
ACAM,Acamar Partners Acquisition Corp.,10.05,$383.88M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/acam
ACAMU,Acamar Partners Acquisition Corp.,10.33,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/acamu
ACAMW,Acamar Partners Acquisition Corp.,0.69,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/acamw
ACST,"Acasti Pharma, Inc.",0.7101,$64.06M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acst
AXDX,"Accelerate Diagnostics, Inc.",9.36,$517.33M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/axdx
ACCP,"Accelerated Pharma, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/accp
XLRN,Acceleron Pharma Inc.,95.36,$5.13B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/xlrn
ARAY,Accuray Incorporated,2.13,$192.69M,2007,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/aray
ACRX,"AcelRx Pharmaceuticals, Inc.",1.3,$104.99M,2011,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrx
ACER,Acer Therapeutics Inc.,3.27,$33.51M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acer
ACHV,"Achieve Life Sciences, Inc. ",0.41,$15.38M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/achv
ACIW,"ACI Worldwide, Inc.",26.48,$3.07B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aciw
ACRS,"Aclaris Therapeutics, Inc.",1.4,$58.61M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/acrs
ACMR,"ACM Research, Inc.",56.35,$1.02B,2017,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acmr
ACNB,ACNB Corporation,24.51,$212.5M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acnb
ACOR,"Acorda Therapeutics, Inc.",0.8608,$41.31M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/acor
ACTT,Act II Global Acquisition Corp.,11.22,$420.75M,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/actt
ACTTU,Act II Global Acquisition Corp.,10.55,n/a,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/acttu
ACTTW,Act II Global Acquisition Corp.,1.66,n/a,2019,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/acttw
ATVI,"Activision Blizzard, Inc",71.68,$55.23B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/atvi
ADMS,"Adamas Pharmaceuticals, Inc.",2.82,$79.41M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adms
ADMP,Adamis Pharmaceuticals Corporation,0.59,$43.5M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/admp
AHCO,AdaptHealth Corp. ,15.67,$1.16B,2018,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ahco
ADAP,Adaptimmune Therapeutics plc,9.94,$1.53B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adap
ADPT,Adaptive Biotechnologies Corporation,42.71,$5.42B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adpt
ADXN,Addex Therapeutics Ltd,7.28,n/a,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxn
ADUS,Addus HomeCare Corporation,91.1,$1.42B,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/adus
AEY,"ADDvantage Technologies Group, Inc.",3.25,$34.03M,n/a,Consumer Services,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/aey
IOTS,Adesto Technologies Corporation,11.91,$368.76M,2015,Technology,Semiconductors,https://old.nasdaq.com/symbol/iots
ADIL,"Adial Pharmaceuticals, Inc",1.48,$15.73M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adil
ADILW,"Adial Pharmaceuticals, Inc",0.2103,n/a,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adilw
ADMA,ADMA Biologics Inc,2.92,$252.13M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/adma
ADBE,Adobe Inc.,406.54,$195.87B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adbe
ADTN,"ADTRAN, Inc.",10.52,$504.51M,1994,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/adtn
ADRO,"Aduro Biotech, Inc.",2.18,$176.32M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adro
ADES,"Advanced Emissions Solutions, Inc.",5.09,$94.13M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ades
AEIS,"Advanced Energy Industries, Inc.",64.47,$2.47B,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aeis
AMD,"Advanced Micro Devices, Inc.",53.5,$62.66B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amd
ADXS,"Advaxis, Inc.",0.6596,$39.74M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/adxs
ADVM,"Adverum Biotechnologies, Inc.",21.31,$1.71B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/advm
DWEQ,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,19.2726,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dweq
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,26.9502,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwaw
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,26.1803,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwus
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,19.5723,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwmc
DWSH,AdvisorShares Dorsey Wright Short ETF,18.67,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwsh
ACT,AdvisorShares Vice ETF,22.595,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/act
AEGN,Aegion Corp,14.7,$451.05M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/aegn
AGLE,"Aeglea BioTherapeutics, Inc.",8.39,$374.14M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agle
AEHR,Aehr Test Systems,1.93,$44.42M,1997,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aehr
AMTX,"Aemetis, Inc",0.7797,$16.13M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amtx
AERI,"Aerie Pharmaceuticals, Inc.",14.56,$676.58M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/aeri
AVAV,"AeroVironment, Inc.",69.57,$1.67B,2007,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/avav
ARPO,"Aerpio Pharmaceuticals, Inc.",1.26,$51.14M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arpo
AIH,Aesthetic Medical International Holdings Group Ltd.,6.44,$152.07M,2019,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/aih
AEZS,AEterna Zentaris Inc.,0.9647,$22.64M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aezs
AEMD,"Aethlon Medical, Inc.",1.34,$12.55M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/aemd
AFMD,Affimed N.V.,3.06,$233.32M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/afmd
AFYA,Afya Limited,23.08,$2.15B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/afya
AGBA,AGBA Acquisition Limited,10.14,$60.59M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agba
AGBAR,AGBA Acquisition Limited,0.2,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbar
AGBAU,AGBA Acquisition Limited,10.22,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbau
AGBAW,AGBA Acquisition Limited,0.17,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/agbaw
AGEN,Agenus Inc.,3.49,$592.52M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agen
AGRX,"Agile Therapeutics, Inc.",2.79,$243.32M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agrx
AGYS,"Agilysys, Inc.",20.28,$474.57M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/agys
AGIO,"Agios Pharmaceuticals, Inc.",47.14,$3.25B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/agio
AGMH,AGM Group Holdings Inc.,23.936,$691.54M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/agmh
AGNC,AGNC Investment Corp.,13.61,$7.61B,2008,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnc
AGNCM,AGNC Investment Corp.,22.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncm
AGNCN,AGNC Investment Corp.,23.12,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncn
AGNCO,AGNC Investment Corp.,22.45,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agnco
AGNCP,AGNC Investment Corp.,21.48,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/agncp
AGFS,"AgroFresh Solutions, Inc.",3.03,$154.75M,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfs
AGFSW,"AgroFresh Solutions, Inc.",0.0148,n/a,2014,Finance,Business Services,https://old.nasdaq.com/symbol/agfsw
AIKI,AIkido Pharma Inc.,0.73,$25.49M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/aiki
ALRN,"Aileron Therapeutics, Inc.",1.16,$33.74M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alrn
AIMT,"Aimmune Therapeutics, Inc.",17.88,$1.17B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aimt
AIRT,"Air T, Inc.",13.1399,$38.27M,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airt
AIRTP,"Air T, Inc.",22.3001,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtp
AIRTW,"Air T, Inc.",0.1488,n/a,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/airtw
ATSG,"Air Transport Services Group, Inc",21.42,$1.28B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/atsg
AIRG,"Airgain, Inc.",10.31,$99.97M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/airg
ANTE,AirNet Technology Inc.,0.9459,$11.89M,n/a,Technology,Advertising,https://old.nasdaq.com/symbol/ante
AKAM,"Akamai Technologies, Inc.",100.34,$16.28B,1999,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/akam
AKTX,Akari Therapeutics Plc,2.28,$65.5M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aktx
AKCA,"Akcea Therapeutics, Inc.",13.34,$1.35B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akca
AKBA,"Akebia Therapeutics, Inc.",11.19,$1.6B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akba
KERN,Akerna Corp.,10.66,$141.34M,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kern
KERNW,Akerna Corp.,1.1799,n/a,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/kernw
AKRO,"Akero Therapeutics, Inc.",24.28,$696.2M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/akro
AKER,Akers Biosciences Inc.,3.371,$20.64M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/aker
AKTS,"Akoustis Technologies, Inc.",7.69,$280.45M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/akts
ALRM,"Alarm.com Holdings, Inc.",58.01,$2.83B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/alrm
ALSK,"Alaska Communications Systems Group, Inc.",2.61,$139.79M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/alsk
ALAC,Alberton Acquisition Corporation,10.7339,$157.68M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alac
ALACR,Alberton Acquisition Corporation,0.1799,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacr
ALACU,Alberton Acquisition Corporation,10.8,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacu
ALACW,Alberton Acquisition Corporation,0.13,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/alacw
ALBO,"Albireo Pharma, Inc.",25.69,$384.82M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/albo
ALDX,"Aldeyra Therapeutics, Inc.",4.52,$134.66M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aldx
ALEC,"Alector, Inc.",29.28,$2.31B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alec
ALRS,Alerus Financial Corporation,20.23,$346.05M,2019,Finance,Major Banks,https://old.nasdaq.com/symbol/alrs
ALXN,"Alexion Pharmaceuticals, Inc.",109.3,$24.14B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alxn
ALCO,"Alico, Inc.",30.13,$225.56M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/alco
ALIT,Alight Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alit
ALGN,"Align Technology, Inc.",251.4,$19.8B,2001,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/algn
ALIM,"Alimera Sciences, Inc.",4.7815,$24.06M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alim
ALYA,Alithya Group inc.,1.89,$108.58M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/alya
ALJJ,"ALJ Regional Holdings, Inc.",0.635,$26.78M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/aljj
ALKS,Alkermes plc,16.36,$2.6B,1991,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alks
ALLK,Allakos Inc.,67.8,$3.31B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/allk
ABTX,"Allegiance Bancshares, Inc.",25.03,$510.69M,2015,Finance,Major Banks,https://old.nasdaq.com/symbol/abtx
ALGT,Allegiant Travel Company,112.99,$1.83B,2006,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/algt
ALNA,"Allena Pharmaceuticals, Inc.",1.77,$44.04M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/alna
ARLP,"Alliance Resource Partners, L.P.",4.03,$512.6M,1999,Energy,Coal Mining,https://old.nasdaq.com/symbol/arlp
LNT,Alliant Energy Corporation,48.55,$12.11B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/lnt
AESE,"Allied Esports Entertainment, Inc.",2.46,$67.23M,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/aese
AHPI,"Allied Healthcare Products, Inc.",7.97,$31.99M,1992,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ahpi
AMOT,"Allied Motion Technologies, Inc.",34.92,$339.93M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/amot
ALLO,"Allogene Therapeutics, Inc.",40.49,$5.62B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/allo
ALLT,Allot Ltd.,10.16,$352.56M,2006,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/allt
MDRX,"Allscripts Healthcare Solutions, Inc.",6.08,$988.31M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mdrx
ALNY,"Alnylam Pharmaceuticals, Inc.",125.39,$14.4B,2004,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alny
AOSL,Alpha and Omega Semiconductor Limited,11.11,$278.62M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/aosl
GOOG,Alphabet Inc.,1413.18,$964.67B,2004,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/goog
GOOGL,Alphabet Inc.,1412.92,$964.49B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/googl
SMCP,AlphaMark Actively Managed Small Cap ETF,20.01,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/smcp
ATEC,"Alphatec Holdings, Inc.",4.96,$314.63M,2006,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atec
ALPN,"Alpine Immune Sciences, Inc.",3.73,$69.33M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alpn
ALTR,Altair Engineering Inc.,37.02,$2.7B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/altr
ATHE,Alterity Therapeutics Limited,0.574,$8.35M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athe
ALT,"Altimmune, Inc.",7.54,$151.64M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/alt
ASPS,Altisource Portfolio Solutions S.A.,12.15,$189.18M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/asps
AIMC,Altra Industrial Motion Corp.,29.93,$1.93B,2006,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/aimc
ALTM,Altus Midstream Company,0.7535,$244.83M,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/altm
AMAG,"AMAG Pharmaceuticals, Inc.",7.1,$243.34M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amag
AMAL,Amalgamated Bank,10.97,$340.07M,2018,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/amal
AMRN,Amarin Corporation plc,6.59,$2.54B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrn
AMRK,"A-Mark Precious Metals, Inc.",17.11,$120.31M,n/a,Basic Industries,Other Specialty Stores,https://old.nasdaq.com/symbol/amrk
AMZN,"Amazon.com, Inc.",2545.02,$1269.39B,1997,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/amzn
AMBC,"Ambac Financial Group, Inc.",14.98,$685.77M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc
AMBA,"Ambarella, Inc.",50.55,$1.74B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/amba
AMCX,AMC Networks Inc.,27.89,$1.45B,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/amcx
AMCI,AMCI Acquisition Corp.,10.2567,$282.73M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amci
AMCIU,AMCI Acquisition Corp.,10.6,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciu
AMCIW,AMCI Acquisition Corp.,0.4,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/amciw
DOX,Amdocs Limited,62.48,$8.34B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dox
AMED,Amedisys Inc,169.97,$5.5B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/amed
AMTB,Amerant Bancorp Inc.,14.34,$604.66M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtb
AMTBB,Amerant Bancorp Inc.,10,$421.66M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amtbb
UHAL,Amerco,314.89,$6.17B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/uhal
AMRH,"Ameri Holdings, Inc.",1.77,$8.03M,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrh
AMRHW,"Ameri Holdings, Inc.",0.0793,n/a,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/amrhw
ATAX,"America First Multifamily Investors, L.P.",4.38,$265.19M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atax
AMOV,"America Movil, S.A.B. de C.V.",13.85,$59.95B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov
AAL,"American Airlines Group, Inc.",16.74,$7.08B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/aal
AFIN,"American Finance Trust, Inc.",8.5,$922.49M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afin
AFINP,"American Finance Trust, Inc.",22.23,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/afinp
AMNB,"American National Bankshares, Inc.",23.67,$259.37M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amnb
ANAT,American National Insurance Company,75.53,$2.03B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/anat
APEI,"American Public Education, Inc.",29.97,$442.99M,2007,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apei
AREC,American Resources Corporation,1.19,$30.98M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arec
AMRB,American River Bankshares,10.06,$59.54M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb
AMSWA,"American Software, Inc.",18.74,$603.24M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa
AMSC,American Superconductor Corporation,7.21,$163.21M,1991,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc
AVCT,"American Virtual Cloud Technologies, Inc. ",4.55,$89.34M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/avct
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.4,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/avctw
AMWD,American Woodmark Corporation,65.3,$1.11B,1986,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd
CRMT,"America&#39;s Car-Mart, Inc.",87.83,$581.37M,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt
ABCB,Ameris Bancorp,24.04,$1.67B,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb
AMSF,"AMERISAFE, Inc.",61.13,$1.18B,2005,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,2.94,$50.11M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv
